epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,11217.2,0.03838,1.78903,0.88308,0.87428,0.93132,0.95943,0.95943,0.06151,0.26772,0.36191,0.00241,0.00241,0.00241
117,11304.3,0.03745,1.78908,0.88288,0.87707,0.93117,0.95968,0.95968,0.06133,0.26668,0.36184,0.002344,0.002344,0.002344
118,11393,0.03834,1.78499,0.88478,0.87803,0.93058,0.95921,0.95921,0.06119,0.26609,0.36173,0.002278,0.002278,0.002278
119,11480.1,0.03823,1.77821,0.88501,0.87876,0.93025,0.95924,0.95924,0.06163,0.26548,0.36201,0.002212,0.002212,0.002212
120,11567.3,0.03721,1.78536,0.88438,0.87891,0.93035,0.95938,0.95938,0.06168,0.26518,0.36204,0.002146,0.002146,0.002146
121,11666,inf,1.78704,0.88367,0.88159,0.92963,0.95956,0.95956,0.06173,0.26449,0.36202,0.00208,0.00208,0.00208
122,11767,0.03606,1.77177,0.88525,0.8844,0.92796,0.9592,0.9592,0.0619,0.26442,0.36222,0.002014,0.002014,0.002014
123,11867.9,0.03603,1.77122,0.88317,0.88809,0.92679,0.9591,0.9591,0.06201,0.26329,0.36239,0.001948,0.001948,0.001948
124,11968.3,0.03551,1.76762,0.88364,0.89065,0.92725,0.95961,0.95961,0.06228,0.26331,0.36247,0.001882,0.001882,0.001882
125,12068.4,0.03414,1.74477,0.88452,0.89007,0.92761,0.95976,0.95976,0.06212,0.26252,0.36234,0.001816,0.001816,0.001816
126,12170.7,0.03442,1.76919,0.88127,0.88888,0.92797,0.96006,0.96006,0.06218,0.26141,0.3624,0.00175,0.00175,0.00175
127,12266.3,0.03384,1.76276,0.88323,0.88878,0.92836,0.96056,0.96056,0.06206,0.26014,0.36237,0.001684,0.001684,0.001684
128,12364.3,0.03287,1.75359,0.88295,0.88985,0.92832,0.96124,0.96124,0.06186,0.26011,0.36229,0.001618,0.001618,0.001618
129,12465.1,inf,1.76283,0.88262,0.89062,0.92888,0.96119,0.96119,0.06163,0.2596,0.36216,0.001552,0.001552,0.001552
130,12564.2,0.03355,1.73634,0.88381,0.89311,0.92902,0.96137,0.96137,0.06122,0.25895,0.36187,0.001486,0.001486,0.001486
131,12664.6,0.0321,1.72905,0.88202,0.89356,0.92936,0.96171,0.96171,0.0608,0.25794,0.36155,0.00142,0.00142,0.00142
132,12751.7,0.03257,1.72618,0.88356,0.89379,0.92987,0.96167,0.96167,0.06047,0.25731,0.36135,0.001354,0.001354,0.001354
133,12839,inf,1.72736,0.88048,0.89523,0.92911,0.96195,0.96195,0.06022,0.25712,0.3612,0.001288,0.001288,0.001288
134,12929.6,inf,1.72463,0.88235,0.89324,0.93087,0.96222,0.96222,0.06003,0.25622,0.36109,0.001222,0.001222,0.001222
135,13015.7,0.03236,1.72258,0.88093,0.89404,0.9309,0.96221,0.96221,0.05998,0.2556,0.36096,0.001156,0.001156,0.001156
136,13101.1,inf,1.70823,0.88086,0.89493,0.93042,0.96244,0.96244,0.05981,0.25496,0.36083,0.00109,0.00109,0.00109
137,13198.9,0.03148,1.71574,0.88288,0.8954,0.93052,0.96283,0.96283,0.05977,0.2545,0.3608,0.001024,0.001024,0.001024
138,13296.7,0.03106,1.70971,0.88467,0.89758,0.93031,0.96291,0.96291,0.05971,0.25413,0.36083,0.000958,0.000958,0.000958
139,13383.1,inf,1.70517,0.88175,0.89859,0.9302,0.96294,0.96294,0.05981,0.25417,0.36099,0.000892,0.000892,0.000892
140,13469.5,inf,1.70448,0.88381,0.89883,0.93029,0.96323,0.96323,0.05981,0.25388,0.36102,0.000826,0.000826,0.000826
141,13580.2,0.03385,0.2283,0.89133,0.89917,0.92973,0.96343,0.96343,0.05954,0.25398,0.36089,0.00076,0.00076,0.00076
142,13668.5,0.02609,0.18324,0.8847,0.89917,0.9292,0.96309,0.96309,0.0593,0.25328,0.3607,0.000694,0.000694,0.000694
143,13754.2,0.02464,0.17856,0.88349,0.89959,0.92898,0.96289,0.96289,0.05916,0.25245,0.36067,0.000628,0.000628,0.000628
144,13841.5,0.02335,0.17539,0.8817,0.89992,0.92937,0.96317,0.96317,0.05896,0.25214,0.36049,0.000562,0.000562,0.000562
145,13929.2,inf,0.16794,0.88698,0.90033,0.9294,0.96296,0.96296,0.05859,0.25147,0.36026,0.000496,0.000496,0.000496
146,14017.3,0.02184,0.16481,0.88736,0.901,0.92931,0.96343,0.96343,0.05828,0.25015,0.35995,0.00043,0.00043,0.00043
147,14110.2,0.02124,0.15528,0.88769,0.90171,0.92958,0.9635,0.9635,0.05805,0.24925,0.35982,0.000364,0.000364,0.000364
148,14208.5,0.02051,0.14873,0.88664,0.90211,0.92973,0.96376,0.96376,0.0578,0.24876,0.35958,0.000298,0.000298,0.000298
149,14303.3,0.01981,0.14674,0.88646,0.90231,0.92988,0.96377,0.96377,0.05747,0.24767,0.35933,0.000232,0.000232,0.000232
150,14394.7,0.01968,0.14316,0.88606,0.9031,0.93063,0.96461,0.96461,0.05723,0.24744,0.35912,0.000166,0.000166,0.000166
