epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,4496.38,0.6086,0.43955,0.962,0.96348,0.89727,0.96362,0.81267,0.54433,0.3357,0.90733,0.0001816,0.0001816,0.0001816
126,4532.56,0.61688,0.43987,0.96746,0.9377,0.91845,0.96319,0.81599,0.53663,0.33426,0.90711,0.000175,0.000175,0.000175
127,4569.19,0.62653,0.45246,0.96913,0.95444,0.89849,0.96144,0.81235,0.54154,0.34119,0.91033,0.0001684,0.0001684,0.0001684
128,4606.01,0.62151,0.44246,0.96761,0.94701,0.90191,0.9621,0.81503,0.53919,0.33824,0.90833,0.0001618,0.0001618,0.0001618
129,4642.31,0.61687,0.44105,0.9669,0.94535,0.91398,0.96294,0.81565,0.53709,0.33792,0.90547,0.0001552,0.0001552,0.0001552
130,4678.29,0.6106,0.44044,0.96698,0.95095,0.9131,0.9639,0.81543,0.53614,0.3394,0.9061,0.0001486,0.0001486,0.0001486
131,4714.28,0.61229,0.44038,0.9664,0.95195,0.91143,0.96386,0.81713,0.53819,0.33692,0.90659,0.000142,0.000142,0.000142
132,4750.66,0.6119,0.44005,0.96258,0.93115,0.91671,0.96416,0.81655,0.53816,0.34178,0.90646,0.0001354,0.0001354,0.0001354
133,4787.47,0.60436,0.43319,0.96172,0.93457,0.91656,0.96455,0.81687,0.53607,0.33862,0.9056,0.0001288,0.0001288,0.0001288
134,4823.64,0.6081,0.43093,0.9593,0.94966,0.90783,0.96321,0.81687,0.53766,0.33769,0.90767,0.0001222,0.0001222,0.0001222
135,4859.28,0.60573,0.43364,0.96575,0.9444,0.9079,0.96284,0.81502,0.53961,0.33585,0.90837,0.0001156,0.0001156,0.0001156
136,4896.59,0.59834,0.43545,0.95904,0.94839,0.90377,0.96179,0.8155,0.53997,0.33366,0.90922,0.000109,0.000109,0.000109
137,4932.52,0.5929,0.41888,0.95198,0.94099,0.90626,0.96148,0.81685,0.53402,0.33134,0.90648,0.0001024,0.0001024,0.0001024
138,4968.76,0.60102,0.43241,0.96186,0.95467,0.89943,0.96068,0.81823,0.53348,0.33456,0.90656,9.58e-05,9.58e-05,9.58e-05
139,5004.61,0.58674,0.41666,0.95498,0.95303,0.89894,0.96131,0.81652,0.53569,0.33462,0.90799,8.92e-05,8.92e-05,8.92e-05
140,5040.9,0.5908,0.42103,0.9567,0.95434,0.90044,0.96125,0.81578,0.53613,0.33438,0.90769,8.26e-05,8.26e-05,8.26e-05
141,5091.95,0.46047,0.28991,0.88502,0.9358,0.91319,0.95963,0.81364,0.53424,0.33265,0.90778,7.6e-05,7.6e-05,7.6e-05
142,5121.71,0.46446,0.29045,0.89017,0.93142,0.9164,0.96009,0.8149,0.53205,0.33412,0.90657,6.94e-05,6.94e-05,6.94e-05
143,5150.6,0.44506,0.2787,0.88069,0.93078,0.91322,0.96239,0.81752,0.53152,0.33324,0.90654,6.28e-05,6.28e-05,6.28e-05
144,5180.21,0.45108,0.28532,0.8826,0.9404,0.90395,0.9637,0.82379,0.52938,0.33353,0.90567,5.62e-05,5.62e-05,5.62e-05
145,5209.99,0.44907,0.28362,0.88682,0.95164,0.89918,0.96292,0.8241,0.52838,0.33227,0.90513,4.96e-05,4.96e-05,4.96e-05
146,5238.99,0.4533,0.28366,0.88719,0.95139,0.89567,0.9626,0.82238,0.52847,0.33014,0.90552,4.3e-05,4.3e-05,4.3e-05
147,5267.16,0.43869,0.27522,0.88038,0.95029,0.90125,0.96333,0.82324,0.52794,0.33076,0.90536,3.64e-05,3.64e-05,3.64e-05
148,5296.4,0.44106,0.27636,0.8831,0.93105,0.91981,0.96354,0.82396,0.52756,0.32761,0.90559,2.98e-05,2.98e-05,2.98e-05
149,5330.49,0.43523,0.27515,0.87557,0.92528,0.91725,0.96235,0.82384,0.52627,0.32851,0.90581,2.32e-05,2.32e-05,2.32e-05
150,5365.46,0.42679,0.26803,0.87593,0.94649,0.89887,0.96227,0.82374,0.5263,0.3301,0.9063,1.66e-05,1.66e-05,1.66e-05
